-1.188897556915701481e-01,4.268881188655413994e-01,-1.477269937665055266e-01,-6.178257152467168598e-03,2.406510201002934335e-01,-1.737437025710975580e-01,-2.048714596875304550e-01,3.239179839311944753e-01,-3.650146659609589395e-01,1.758049776999258684e-01
-9.973797591741205559e-02,6.297806856107995843e-02,-5.624410186433667636e-02,-3.439747981916559290e-04,-1.137143168922407910e-01,1.665821680562231538e-02,2.627266702321297276e-02,-3.678510902841471142e-02,7.723807356999538853e-02,3.895288498802080418e-02
-1.419764612664610737e-01,3.150480225362096154e-01,1.891771943866042693e-01,1.785862370524126663e-01,-2.811832656472775804e-01,-1.956973604118718013e-01,-4.037167115822439672e-02,-6.516719247411824345e-02,1.760652725820153752e-01,-2.477972229012495239e-02
-2.843705298588144470e-01,1.267975458339203054e-01,3.249213762852794507e-01,1.226496707212102466e-01,-1.126846498864766954e-01,-1.731864346970339863e-01,1.492680354421493660e-01,-3.621530317954010370e-01,-1.525737345861110927e-01,2.462272860212569581e-01
1.004589489859307183e-01,1.517935485792519801e-01,2.424021262861985049e-01,2.393998065441103329e-01,-5.397719459214540827e-02,-9.253024894546257872e-01,-5.552444967721273938e-01,4.007455054295861463e-01,2.462424393861051622e-02,2.403201855370679374e-01
-3.055885998694338884e-02,1.251277423716796178e-01,1.375702601193771468e-01,-3.761548780778479761e-01,1.023097890423127349e-01,-1.496591663683347062e-01,3.939574424046575762e-01,-4.584478929859053115e-02,-4.248204956584039627e-02,-4.396635959904381108e-02
-5.890170244626827950e-02,-3.581545865181393618e-01,2.521164777609350427e-01,-3.270413095606939380e-01,9.782035854386757212e-02,-1.078427815561544545e-01,1.107190070086528783e-01,3.126968025038013854e-01,2.884854036728852766e-01,-2.159156935104420139e-01
3.009826217669102078e-01,4.094820532540039970e-01,3.701178768068276725e-01,-5.233869929922780884e-01,2.394664507349199833e-01,-2.645451550852949696e-01,-1.289548498923078490e-01,2.097554109603872174e-01,-4.083308103459152294e-01,2.575734512029715928e-01
3.218435059792412178e-01,-2.010201188730236510e-01,-5.602000064940804158e-02,-4.438933420993516898e-02,-1.301725606188890508e-02,1.896867555029039532e-01,-5.165333010744367348e-01,2.052427950212471486e-01,1.900882122509408301e-01,9.427217179198110752e-02
1.006601912454213599e-02,1.786559852799246562e-01,-1.034843660625842932e-01,-6.696498434263811750e-02,3.517844094768554086e-01,7.036322921611837256e-02,1.256039119957940986e-01,-1.370576492375640554e-01,-4.347969208233724847e-02,-4.283701033999781638e-01
-3.969456575611670646e-01,1.979101501892966200e-02,2.924852079035929545e-02,1.901997429788762628e-01,-1.616917157698693694e-02,1.593229536249558265e-01,-1.363517603534915856e-01,9.689455773185590148e-02,-2.426374300039157161e-01,7.567254610966410444e-02
1.029693995859965738e-01,6.625953449840095433e-02,-1.478219821029380654e-01,5.207115441583563126e-02,-1.332707663866171677e-01,-3.434360011277872160e-01,-8.811019944646940327e-02,1.758567544276134764e-01,8.336528511834480348e-02,9.871274715544295364e-02
3.571566153864692145e-02,-1.487086594023772079e-01,-2.458828494978441970e-02,1.835270169445608057e-01,-4.736347918739603480e-01,6.137308622789228174e-01,-2.889585978644976239e-01,-1.073255663465841614e-01,-2.803776237876296484e-01,3.031797143355988156e-01
2.170381897340442276e-02,4.072366666028414128e-01,4.942997648078171352e-02,-1.270976414613067818e-01,3.583426924935057545e-01,-7.281093175259875094e-01,-1.381483599271976503e-01,3.900363239486350775e-01,-2.033288072700071281e-01,-1.049750365406604685e-01
1.974280808709695523e-02,1.138051097248358040e-01,-1.348524642015251629e-01,-2.343117187614036090e-01,-3.278712288952753129e-01,2.861689862599381962e-01,5.504431993940430701e-01,-1.698486193964970636e-01,-2.202705382954094071e-01,-7.403792520332930227e-02
4.180701161342550293e-02,-4.688565108737707821e-02,3.152547134053230171e-01,1.400207761619942821e-02,3.700074125985650664e-01,-4.047249548524020080e-01,-1.281821776472708563e-01,1.776754850969526067e-01,-1.331581262106922847e-01,-6.659289094631329342e-02
-1.189724089523225142e-01,-2.003911784486692715e-01,-2.082564298013220849e-01,-2.346361259776836572e-01,3.629824814577330416e-01,-1.217677479894728743e-01,-4.701422291030347977e-02,2.140832094281566386e-02,2.646550334635133228e-01,1.110485778748682428e-01
